half_page_number,text,predicted_label,science_prob,source_file,clean_text,llm_topic,kw_shore,kw_ocean,kw_sea,kw_river,kw_lake,kw_pond,kw_stream,kw_creek,kw_wetland,kw_reservoir,kw_estuary,kw_gulf,kw_bay,kw_body_of_water,kw_bodies_of_water,keyword_count,keywords_found,document_link,collection
1965," 1829, by Frances Wright.
THE present is an era of unparalleled interest to the
moral observer, i. e. to him who considers all occur-
rences with a view to their influence on human society.
The principle of change is in all nature, but the
principle of improvement is only (so far as observa-
tion has enabled us to ascertain) in the nature of man.
The scientific eye traces the convulsions of our
earth's solid sphere back, through millions of untold
generations, to eras lost in time, when animals of other
form from those which now move on its surface, ranged
from pole to pole, and (apparently in the absence of
man, whose organic remains seem of more recent ori-
gin) fed on another vegetable kingdom, or preyed on
each other as we now sce their successors. Or let us
observe what is passing around us in the field of exist-
ing nature: Each season brings its vicissitudes, each
passing instant its changes-in the herb, in the flower,
in the forest, in the mountain, in the jewel of the secret
mine; in the vast bed of the ocean-dividing conti-
nents, engulfing or revealing islands, approaching or
receding from its wonted boundaries, until the land-
marks of other days are no more guides to the traveller
or the mariner of these; in all the forms of matter,
whether gaseous, fluid, or solid, whether animate, or,
to our perception, inanimate; in every particle and
unit atom that fills its place, and exercises its agency,
through the endless succession of existence and dura-
tion of time. A",1,0.995844066143036,isis1832_njp-32101059455541-1746735414.txt,1829 by frances wright the present is an era of unparalleled interest to the moral observer i e to him who considers all occur rences with a view to their influence on human society the principle of change is in all nature but the principle of improvement is only so far as observa tion has enabled us to ascertain in the nature of man the scientific eye traces the convulsions of our earths solid sphere back through millions of untold generations to eras lost in time when animals of other form from those which now move on its surface ranged from pole to pole and apparently in the absence of man whose organic remains seem of more recent ori gin fed on another vegetable kingdom or preyed on each other as we now sce their successors or let us observe what is passing around us in the field of exist ing nature each season brings its vicissitudes each passing instant its changesin the herb in the flower in the forest in the mountain in the jewel of the secret mine in the vast bed of the oceandividing conti nents engulfing or revealing islands approaching or receding from its wonted boundaries until the land marks of other days are no more guides to the traveller or the mariner of these in all the forms of matter whether gaseous fluid or solid whether animate or to our perception inanimate in every particle and unit atom that fills its place and exercises its agency through the endless succession of existence and dura tion of time a,natural history,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ocean,https://babel.hathitrust.org/cgi/pt/search?id=njp.32101059455541&q1=ocean&sz=25&start=1&sort=seq&hl=true,isis
1967," seen the art of man suddenly arrest-
ing its violence, raising a barrier to its accumulated
waters, and bordering its now mastered and innocuous
deluge with the richest productions of human cultiva-
tion. And what we may trace in progress in our own
western regions, we perceive to have taken place
throughout the habited globe. It is man alone, of all
the beings we behold, that hath faculties to distinguish
the alterable phenomena of nature, and power to at-
tempt reform where he distinguishes defect.
Mighty, indeed, are the powers of the human
animal. Through earth, through air, through ocean,
his influence extends. The stamp of his genius is im-
pressed on the whole surface of the globe. Land and sea,
vale and mountain, the howling wilderness of earth's
civilized frontier, the scorched desert of simoom-
swept Africa, the storm-besieged coast and boundless
fields of ocean's restless waters, the glaciers of the
poles, the iced peaks of Alps and towering Andes-
all nature's deep recesses, most stupendous features,
and hidden phenomena, bear witness to his restless
activity, to his dauntless daring, to his aspiring curio-
sity-to his conquering perseverance.
We may be bold to say, that wherever man hath
pierced, and whatever he hath essayed (not absolutely
in contradiction with those unvarying phenomena of
matter to which he has given, albeit inaccurately, the
name of laws,)—wherever he hath been, and whatever
he hath essayed with steady purpose, there, and in
that, he has been",1,0.9958100318908693,isis1832_njp-32101059455541-1746735414.txt,seen the art of man suddenly arrest ing its violence raising a barrier to its accumulated waters and bordering its now mastered and innocuous deluge with the richest productions of human cultiva tion and what we may trace in progress in our own western regions we perceive to have taken place throughout the habited globe it is man alone of all the beings we behold that hath faculties to distinguish the alterable phenomena of nature and power to at tempt reform where he distinguishes defect mighty indeed are the powers of the human animal through earth through air through ocean his influence extends the stamp of his genius is im pressed on the whole surface of the globe land and sea vale and mountain the howling wilderness of earths civilized frontier the scorched desert of simoom swept africa the stormbesieged coast and boundless fields of oceans restless waters the glaciers of the poles the iced peaks of alps and towering andes all natures deep recesses most stupendous features and hidden phenomena bear witness to his restless activity to his dauntless daring to his aspiring curio sityto his conquering perseverance we may be bold to say that wherever man hath pierced and whatever he hath essayed not absolutely in contradiction with those unvarying phenomena of matter to which he has given albeit inaccurately the name of lawswherever he hath been and whatever he hath essayed with steady purpose there and in that he has been,human nature,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,"ocean, sea",https://babel.hathitrust.org/cgi/pt/search?id=njp.32101059455541&q1=ocean&sz=25&start=1&sort=seq&hl=true,isis
1969,"ed by his industry. We perceive, plied to the ornamental arts? Look to the architec-
through his means, a similar melioration to take place ture and sculpture of Athens, the paintings of modern
in the earth's atmosphere and climates. Where his Italy, and all the brilliant, though ofttimes, useless
care and judicious cultivation extend, winter recedes, magnificence of ancient and modern empires. Have
and its rigors diminish; fogs and miasmata disappear, they addressed themselves to science? to commerce?
and the drained morass, now a smiling champaign, to manufactures? Mark the rapid discoveries in
yields its rich produce, under a pure sky, to tribes of every branch of knowledge; the fleets which cover
intelligent beings. We see, too, races of animals im- the ocean, the wonderful inventions in mechanics, and
proving in beauty and in instinct: the dog appears applications of machinery. Have they sought spi-
with quicker scent and livelier sagacity; the horse ritual dominion? Note the rise of the priesthood of
with finer proportions, nobler stature, and redoubled every nation, from the Bramin, Hierophant, and Le-
speed. We see the fruits of earth change under his vite, of India, Egypt, and Judea, to the apostles,
hand. The golden grain swell in size, and increase in fathers, bishops, popes, jesuits, and many coloured
weight and nutriment; the apple, the peach, the priests of christendom. These last, in monarchies,
grape, supersede the crude berries of the forest; and have proved ",1,0.9948254823684692,isis1832_njp-32101059455541-1746735414.txt,ed by his industry we perceive plied to the ornamental arts look to the architec through his means a similar melioration to take place ture and sculpture of athens the paintings of modern in the earths atmosphere and climates where his italy and all the brilliant though ofttimes useless care and judicious cultivation extend winter recedes magnificence of ancient and modern empires have and its rigors diminish fogs and miasmata disappear they addressed themselves to science to commerce and the drained morass now a smiling champaign to manufactures mark the rapid discoveries in yields its rich produce under a pure sky to tribes of every branch of knowledge the fleets which cover intelligent beings we see too races of animals im the ocean the wonderful inventions in mechanics and proving in beauty and in instinct the dog appears applications of machinery have they sought spi with quicker scent and livelier sagacity the horse ritual dominion note the rise of the priesthood of with finer proportions nobler stature and redoubled every nation from the bramin hierophant and le speed we see the fruits of earth change under his vite of india egypt and judea to the apostles hand the golden grain swell in size and increase in fathers bishops popes jesuits and many coloured weight and nutriment the apple the peach the priests of christendom these last in monarchies grape supersede the crude berries of the forest and have proved,industry,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ocean,https://babel.hathitrust.org/cgi/pt/search?id=njp.32101059455541&q1=ocean&sz=25&start=1&sort=seq&hl=true,isis
2538," away from us: he lives
on dry land as well as in the sea or in the Heaven,
and he has very great influence both in church and
state.
the Dragon who has the crowned heads, is the great
intellectual mover or mind; whilst the Beast with his
crowned horns, is the mere agent or instrument by whom
the purposes and designs of the seven heads are
carried into execution, and the invisibility of the
Dragon very accurately corresponds with the secrecy
of mind, whose existence is only inferred or demons-
trated from the outward operations of the body or the
Beast. This Dragon or Beast, as I have already
told you,
inhabits the land as well as the Heaven
and the water, and as we are all of us much better
acquainted with land animals than celestial or marine,
I shall first proceed to show you this formidable
monster, as he moves about amongst ourselves on terra
firma. This monster I have often seen with mine own
eyes, as the saying is. I have handled him and con-
versed with him. He has frowned upon me and
smiled upon me with all his seven heads; he has
grinned, and stormed, and laughed, and joked in my
company. I have taken him by the horns with im-
punity, and tamed him with soft words to which he
has replied with equal urbanity.
has replied with equal urbanity. And now I sball
introduce you personally to the Dragon, the Beast,
that old serpent called the Devil and Satan.
The seven heads of the Devil are of course the
organs by which he thinks and acquires knowledge;
for we are not to su",1,0.9949252605438232,isis1832_njp-32101059455541-1746735414.txt,away from us he lives on dry land as well as in the sea or in the heaven and he has very great influence both in church and state the dragon who has the crowned heads is the great intellectual mover or mind whilst the beast with his crowned horns is the mere agent or instrument by whom the purposes and designs of the seven heads are carried into execution and the invisibility of the dragon very accurately corresponds with the secrecy of mind whose existence is only inferred or demons trated from the outward operations of the body or the beast this dragon or beast as i have already told you inhabits the land as well as the heaven and the water and as we are all of us much better acquainted with land animals than celestial or marine i shall first proceed to show you this formidable monster as he moves about amongst ourselves on terra firma this monster i have often seen with mine own eyes as the saying is i have handled him and con versed with him he has frowned upon me and smiled upon me with all his seven heads he has grinned and stormed and laughed and joked in my company i have taken him by the horns with im punity and tamed him with soft words to which he has replied with equal urbanity has replied with equal urbanity and now i sball introduce you personally to the dragon the beast that old serpent called the devil and satan the seven heads of the devil are of course the organs by which he thinks and acquires knowledge for we are not to su,theology,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,sea,https://babel.hathitrust.org/cgi/pt/search?id=njp.32101059455541&q1=sea&sz=25&start=1&sort=seq&hl=true,isis
2756,"oofs of a mare. We
have no fishes on dry land, or fowls swimming in the
No wings upon quadrupeds, nor fins and scales
on the back of a dog or pigeon. And why does nature
make a fish after one model, a fowl after another
model, and a quadruped or land animal after another
model? Because nature is wise, and what is wisdom?
It is intelligence. And what is intelligence? It is con-
sciousness; and what is consciousness but distinct
and individual existence?
sea.
But some will reply that the laws of nature or
matter, produce all these effects, and in this they
are certainly correct. But the question is, whether
do the laws reside in the body or in the mind, and
what are these laws? To these questions we cannot
reply; all that we can say is, that there are such
things as laws of nature, invariable, unchangeable,
and farther than this we cannot go; and that these
Jaws produce works of infinite variety and wisdom,
and magnificence, by their operations upon matter;
and that so exquisite have been their contrivances and
workmanship hitherto, that we can set no bounds or
limits to their skill and execution in time to come.
These laws are the very excess of grandeur, sublimity,
and skill; in contrivance and execution there is no-
thing so beautiful that they cannot bring it forth,
nothing so ingenious that they cannot invent. But
no man ever saw these laws, or heard them, or felt
them. They are invisible, they are mind; and how
can we prove that they are mind? By the method
and skill whic",1,0.99602472782135,isis1832_njp-32101059455541-1746735414.txt,oofs of a mare we have no fishes on dry land or fowls swimming in the no wings upon quadrupeds nor fins and scales on the back of a dog or pigeon and why does nature make a fish after one model a fowl after another model and a quadruped or land animal after another model because nature is wise and what is wisdom it is intelligence and what is intelligence it is con sciousness and what is consciousness but distinct and individual existence sea but some will reply that the laws of nature or matter produce all these effects and in this they are certainly correct but the question is whether do the laws reside in the body or in the mind and what are these laws to these questions we cannot reply all that we can say is that there are such things as laws of nature invariable unchangeable and farther than this we cannot go and that these jaws produce works of infinite variety and wisdom and magnificence by their operations upon matter and that so exquisite have been their contrivances and workmanship hitherto that we can set no bounds or limits to their skill and execution in time to come these laws are the very excess of grandeur sublimity and skill in contrivance and execution there is no thing so beautiful that they cannot bring it forth nothing so ingenious that they cannot invent but no man ever saw these laws or heard them or felt them they are invisible they are mind and how can we prove that they are mind by the method and skill whic,intelligent design,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,sea,https://babel.hathitrust.org/cgi/pt/search?id=njp.32101059455541&q1=sea&sz=25&start=1&sort=seq&hl=true,isis
2793," one of the candles and its aperture a little farther
off, and you find a black spot where the two rays
meet, showing that the two rays of light uniting toge
ther produce darkness. When, however, the candle
which is shifted comes to a certain distance, the white
spot appears again, and twice that distance it appears
again, and thrice that distance again, and so on for
ever in the same proportion; but if instead of taking
twice the distance, three times, or four times (a
full number), you take one-half the distance or one
half or two and a third, or any fractional part, you pro-
duce a black spot or darkness again. This is called, by
opticians the law of interference, and proves that two
rays of light can neutralize each other, and produce
darkness, which is not less wonderful than that two
species of heat or electric fire uniting together should
produce cold. Indeed, it may be considered as a proof
of the accuracy of this supposition, for there is such a
family likeness throughout all the departments of nature,
that analogy may safely be received as demonstration
where facts cannot be procured.
There is a geographical Trinity which is familiar to
you all, which is created by the inclination of the
axis of the earth to the plane of the ecliptic. This
consists of the three zones of the earth. The torrid
zone, where the sun appears vertical once a year; the
temperate zone, where he declines toward the horizon;
and the frigid zone, where he disappears altogether in
the winter sea",1,0.9955958724021912,isis1832_njp-32101059455541-1746735414.txt,one of the candles and its aperture a little farther off and you find a black spot where the two rays meet showing that the two rays of light uniting toge ther produce darkness when however the candle which is shifted comes to a certain distance the white spot appears again and twice that distance it appears again and thrice that distance again and so on for ever in the same proportion but if instead of taking twice the distance three times or four times a full number you take onehalf the distance or one half or two and a third or any fractional part you pro duce a black spot or darkness again this is called by opticians the law of interference and proves that two rays of light can neutralize each other and produce darkness which is not less wonderful than that two species of heat or electric fire uniting together should produce cold indeed it may be considered as a proof of the accuracy of this supposition for there is such a family likeness throughout all the departments of nature that analogy may safely be received as demonstration where facts cannot be procured there is a geographical trinity which is familiar to you all which is created by the inclination of the axis of the earth to the plane of the ecliptic this consists of the three zones of the earth the torrid zone where the sun appears vertical once a year the temperate zone where he declines toward the horizon and the frigid zone where he disappears altogether in the winter sea,optics,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,sea,https://babel.hathitrust.org/cgi/pt/search?id=njp.32101059455541&q1=sea&sz=25&start=1&sort=seq&hl=true,isis
2845,"is as much as to say that Christ or the
blances of living nature. But science is more church contains, or means, the universe; and that he
spiritual, more mental-its province is to analyse na- is to be found characterised in the heavens and the
ture and investigate causes; to observe phenomena, earth, by the very same features under which he is
to collect facts, and upon these facts to establish depicted in the Scriptures. These features are now
principles, by which principles the various depart- being discovered. The Rev. Mr. Taylor has brought
ments of nature are discriminated, her operations to light many beautiful resemblances in the astrono-
systematically arranged, and the laws by which she mical heavens. There we see the twelve patriarchs,
regulates her movements sought out and revealed to the twelve tribes, and the twelve Apostles of the
the inquiring mind. In this department of mental Lamb, in the twelve constellations or signs of the
exertion, the ancients had made no progress. All zodiac. These form a girdle or belt round the globe
their philosophical productions are deformed by the or celestial sphere, like the twelve ribs of the human
grossest ignorance of general nature. Their astronomy body, which inclose the vital organs. These corres-
was false in its very first principles. Pythagoras pond with the twelve months of the solar year, which
guessed the truth, but could not demonstrate it, for in may also be called thirteen, seeing there are thirteen
his day trigo",1,0.9952166080474854,isis1832_njp-32101059455541-1746735414.txt,is as much as to say that christ or the blances of living nature but science is more church contains or means the universe and that he spiritual more mentalits province is to analyse na is to be found characterised in the heavens and the ture and investigate causes to observe phenomena earth by the very same features under which he is to collect facts and upon these facts to establish depicted in the scriptures these features are now principles by which principles the various depart being discovered the rev mr taylor has brought ments of nature are discriminated her operations to light many beautiful resemblances in the astrono systematically arranged and the laws by which she mical heavens there we see the twelve patriarchs regulates her movements sought out and revealed to the twelve tribes and the twelve apostles of the the inquiring mind in this department of mental lamb in the twelve constellations or signs of the exertion the ancients had made no progress all zodiac these form a girdle or belt round the globe their philosophical productions are deformed by the or celestial sphere like the twelve ribs of the human grossest ignorance of general nature their astronomy body which inclose the vital organs these corres was false in its very first principles pythagoras pond with the twelve months of the solar year which guessed the truth but could not demonstrate it for in may also be called thirteen seeing there are thirteen his day trigo,astronomy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,pond,https://babel.hathitrust.org/cgi/pt/search?id=njp.32101059455541&q1=pond&sz=25&start=1&sort=seq&hl=true,isis
563,"r
of Mr. Paine's productions in a cheap form:-
INTRODUCTION.
The North American Republic consists of twenty-four regularly
organized States, which with the exception of some mountain ridges
is wholly susceptible of cultivation. It contains upwards of two
millions of square miles, is therefore thirteen times as large as
France; twenty-three times as large as England, and would, were
it peopled as densely as those countries, contain four hundred
millions of people. It is watered on its eastern, western, and on
part of its southern sides by the ocean, and on part of its northern
irontier by immense lakes. It is intersected in all directions by
magnificent rivers, and has more facilities for water conveyance
than any other continental country, it abounds in mines and minerals,
and produces every thing necessary for the sustenance and enjoy-
ment of mankind.
The population of the United States has been several times
doubled, in periods of less than twenty-five years, it now contains
upwards of twelve millions of people, and bids fair at no very
distant period, to be more populous and powerful than any nation
ever was.
Such is the present state, such the present prospects of a nation
originally settled by men who either fled from religious intolerance
and persecution to seek peace in the wilderness, or men whose
notions of liberty were too high to permit them to endure the tyranny
they were subjected to at home; or of men who sought their for-
tunes as commercial speculators or cul",1,0.7294335961341858,guardian_v1_1831-1832_coo-31924002673196-1746738494.txt,r of mr paines productions in a cheap form introduction the north american republic consists of twentyfour regularly organized states which with the exception of some mountain ridges is wholly susceptible of cultivation it contains upwards of two millions of square miles is therefore thirteen times as large as france twentythree times as large as england and would were it peopled as densely as those countries contain four hundred millions of people it is watered on its eastern western and on part of its southern sides by the ocean and on part of its northern irontier by immense lakes it is intersected in all directions by magnificent rivers and has more facilities for water conveyance than any other continental country it abounds in mines and minerals and produces every thing necessary for the sustenance and enjoy ment of mankind the population of the united states has been several times doubled in periods of less than twentyfive years it now contains upwards of twelve millions of people and bids fair at no very distant period to be more populous and powerful than any nation ever was such is the present state such the present prospects of a nation originally settled by men who either fled from religious intolerance and persecution to seek peace in the wilderness or men whose notions of liberty were too high to permit them to endure the tyranny they were subjected to at home or of men who sought their for tunes as commercial speculators or cul,industry,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ocean,https://babel.hathitrust.org/cgi/pt/search?id=coo.31924002673196&q1=ocean&sz=25&start=1&sort=seq&hl=true,pmg
1103,",
earth. They immediately concluded that the bed of the river had
given way, and that the water was descending into the colleries
beneath, and hastened to the nearest pit's mouth to give an alarm.
bastened to escape, which, providentially, they all effected, though
The mer below soon heard the mighty rushing of the waters, and
without a moment to spare, several of them being up to their necks
beneath, and the next day a tremendously large space broke down,
in water. The water continued to pour into the extensive cavities
into which the whole river descended, leaving its bed quite dry for
the space
viously been full six feet deep. On the flowing of the tide, the depth
of a mile on each side of the aperture, where it had pre-
of the water below the chasm increased to nine feet; the desolation
was awful! The water still rushed in a torrent into the earth;
sucked into the vortex; they had no sooner got out than the boat
three men in a boat had an almost miraculous escape from being
continued to pour down till the whole workings, which extended
was drawn down with fearful rapidity. The great body of water
many miles, were completely filled. A new scene of terror presented
through the surface of the earth in a thousand places, which, for an
itself; the imprisoned air, pressed by the weight of water, burst
Immense quantities of sand and water were thrown up and descended
extent of many acres, presented the appearance of a boiling cauldron.
like torrents of rain for many hours. By th",1,0.6651661992073059,guardian_v2_1833-1834_coo-31924065890414-1746738539.txt,earth they immediately concluded that the bed of the river had given way and that the water was descending into the colleries beneath and hastened to the nearest pits mouth to give an alarm bastened to escape which providentially they all effected though the mer below soon heard the mighty rushing of the waters and without a moment to spare several of them being up to their necks beneath and the next day a tremendously large space broke down in water the water continued to pour into the extensive cavities into which the whole river descended leaving its bed quite dry for the space viously been full six feet deep on the flowing of the tide the depth of a mile on each side of the aperture where it had pre of the water below the chasm increased to nine feet the desolation was awful the water still rushed in a torrent into the earth sucked into the vortex they had no sooner got out than the boat three men in a boat had an almost miraculous escape from being continued to pour down till the whole workings which extended was drawn down with fearful rapidity the great body of water many miles were completely filled a new scene of terror presented through the surface of the earth in a thousand places which for an itself the imprisoned air pressed by the weight of water burst immense quantities of sand and water were thrown up and descended extent of many acres presented the appearance of a boiling cauldron like torrents of rain for many hours by th,natural history,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,"river, body of water",https://babel.hathitrust.org/cgi/pt/search?id=coo.31924065890414&q1=river&sz=25&start=1&sort=seq&hl=true,pmg
1195,"ficient apology for our silence respecting them. We shall
take precautions against the like result again. Our other Corres
pondents are under consideration.
·
ORIGINAL POETRY.
They that be slain with the sword are better than they that be
elain with hunger; for these pine away, stricken through for want of
the fruits of the field.-Lamentations, ch. iv. v. 9.
Ah! wherefore weep my mother land,
Since Pharbus smiles with kindly ray,
And summer strews with bounteous hand
The joyous earth with flow rets gay?
Some in pleasure's car at eve'a,
Thro' the park and o'er the lake,
By zephyr breath or œlus driven,
In satiate draughts of sorrow make.
Yet others gnaw the clankless chain
Of want, which binds a free-born race,
Who, fetter'd, moan to bite again
Those links Britannia's muse disgrace.
The sickle comes, and nature yields
Her harvest's fruits and vineyard's wine,
And till a sword each subject wields,
To servile death devoted pine.
Did Abas mock the Lord of Hosts
To monarch's sounding glory knell ;
The tombs give up our fatber's ghosts-
They echo, but how Pharoah fell,
Invoking vengeance from the skies:
The woe-struck spirits of the past
Call on the living to arise,
Or freedom dare, or thraldom blast.
Our orphan's curse, the bridal night
In wedless charm our virgins fall,
And nature mourns their passion's blight,
And spreads anoa cold beauty's pall.
The dolant songsters of the grove,
Thro' fields of air on music borne,
Reflective shone the fruits of love,
And twilight weds 'em 'nea",1,0.6274939179420471,guardian_v2_1833-1834_coo-31924065890414-1746738539.txt,ficient apology for our silence respecting them we shall take precautions against the like result again our other corres pondents are under consideration original poetry they that be slain with the sword are better than they that be elain with hunger for these pine away stricken through for want of the fruits of the fieldlamentations ch iv v 9 ah wherefore weep my mother land since pharbus smiles with kindly ray and summer strews with bounteous hand the joyous earth with flow rets gay some in pleasures car at evea thro the park and oer the lake by zephyr breath or lus driven in satiate draughts of sorrow make yet others gnaw the clankless chain of want which binds a freeborn race who fetterd moan to bite again those links britannias muse disgrace the sickle comes and nature yields her harvests fruits and vineyards wine and till a sword each subject wields to servile death devoted pine did abas mock the lord of hosts to monarchs sounding glory knell the tombs give up our fatbers ghosts they echo but how pharoah fell invoking vengeance from the skies the woestruck spirits of the past call on the living to arise or freedom dare or thraldom blast our orphans curse the bridal night in wedless charm our virgins fall and nature mourns their passions blight and spreads anoa cold beautys pall the dolant songsters of the grove thro fields of air on music borne reflective shone the fruits of love and twilight weds em nea,poetry,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,lake,https://babel.hathitrust.org/cgi/pt/search?id=coo.31924065890414&q1=lake&sz=25&start=1&sort=seq&hl=true,pmg
2221,"b-
tain that all important measure, Universal Suffrage—then, and not
till then, will they have any chance of obtaining any permanent good,
or standing in that rank of society which their merits so justly entitle
them to.
Hoping those few remarks find
may a place in
I remain, &c.
your valuable paper,
T. G. L.
FRAGMENT ON THE ORIGIN OF KINGS,
BY SIR WILLIAM JONES.
When Time was young,
And earth was clad in Nature's rudest garb,
Dark tangled forests, desarts vast and drear,
Wild heaths, and reedy lakes, and rushy fens;
When fresh and vigʼrous from the Eternal hand,
Man trod the rough domain; himself as rough,
The business of his life to propagate,
To draw nutrition, and to keep at bay
Instinct's ferocious swarms; then the wide world
Was but a huge estate, Heaven the prime Lord,
And all mankind his equal tegantry.
No power was known, have that which Nature owns-
Paternal sway-clad in the spoils of brutes,
And unrestrained as in the mountain's blast,
Dauntless and firm the sturdy savage roam'd,
His family a state-himself a chief.
Water, wild fruits, and animal repasts,
Compos'd his worldly good; with these in view,
On the rough margin of some stream or lake,
Begirt with matted brakes and forests tall,
Hle roar'd, with unskill'd hand, his wattled ebed.
Around him, nimble as the bounding roe,
His naked offspring play'd. Time brought desires,
And from desires which to repress was sin,
Full many a progeny room frolick'd round-
Affection filial, fondness for the seat
Of all their youth",1,0.990149736404419,guardian_v2_1833-1834_coo-31924065890414-1746738539.txt,b tain that all important measure universal suffragethen and not till then will they have any chance of obtaining any permanent good or standing in that rank of society which their merits so justly entitle them to hoping those few remarks find may a place in i remain c your valuable paper t g l fragment on the origin of kings by sir william jones when time was young and earth was clad in natures rudest garb dark tangled forests desarts vast and drear wild heaths and reedy lakes and rushy fens when fresh and vigrous from the eternal hand man trod the rough domain himself as rough the business of his life to propagate to draw nutrition and to keep at bay instincts ferocious swarms then the wide world was but a huge estate heaven the prime lord and all mankind his equal tegantry no power was known have that which nature owns paternal swayclad in the spoils of brutes and unrestrained as in the mountains blast dauntless and firm the sturdy savage roamd his family a statehimself a chief water wild fruits and animal repasts composd his worldly good with these in view on the rough margin of some stream or lake begirt with matted brakes and forests tall hle roard with unskilld hand his wattled ebed around him nimble as the bounding roe his naked offspring playd time brought desires and from desires which to repress was sin full many a progeny room frolickd round affection filial fondness for the seat of all their youth,natural history,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3,"lake, stream, bay",https://babel.hathitrust.org/cgi/pt/search?id=coo.31924065890414&q1=lake&sz=25&start=1&sort=seq&hl=true,pmg
1326,"ne by one diminished,
Population's kept in check. (a)
Pheasants; feather'd aristocracy!
Stately stalk in rainbow plumes;
Eclipsing partridge, brown democracy,
Ah! ye must feed the kitchen fumes,
Hares the juicy herbage cropping,
Trembling quick in every breath;
Running now, and now they're stopping-
All around is big with death.
Red slaughter's now without a muzzle,
And leaps from out each screening bush,
To 'scape which, is the poor game's puzzle,
And their sweet life's not worth a rush.
About the right to take this life;
That's question which admits dispute,
All who for argument are rife
May here discuss 'tween man and brute. (b)
But argumentative I'm not,
For ""
MIGHT IS RIGHT,"" 'tis shortly said;
The man has power, the game has not,
He points his gun and shoots it dead.
And argument availeth not,
And reason's wasted upon power;
To fear alone 'twill yield a jot,
Nor that until the eleventh hour,
But who are these in russet jackets,
Millers' hats, with fowling pieces,
Shot-belts, dogs, and powder-flaskets,
Buckskin leggings, and white breeches?
Squires, knights, and lords, these men are dubbed ;
Of orders, privileged beyond
Those of bare walls and empty cupboard,
To shoot the game and fish the pond,
Whence this proud privilege-its rise?
'Mongst men of the same common clay;.
From money sprung; it has its price,
Which price a poor man cannot pay.
Though pay he cannot, eat he can
If shoot he must not, poach he will-
With right to game as good as any man,
He's three months' swea",1,0.8937066197395325,guardian_v3_1834-1835_coo-31924065890422-1746738587.txt,ne by one diminished populations kept in check a pheasants featherd aristocracy stately stalk in rainbow plumes eclipsing partridge brown democracy ah ye must feed the kitchen fumes hares the juicy herbage cropping trembling quick in every breath running now and now theyre stopping all around is big with death red slaughters now without a muzzle and leaps from out each screening bush to scape which is the poor games puzzle and their sweet lifes not worth a rush about the right to take this life thats question which admits dispute all who for argument are rife may here discuss tween man and brute b but argumentative im not for might is right tis shortly said the man has power the game has not he points his gun and shoots it dead and argument availeth not and reasons wasted upon power to fear alone twill yield a jot nor that until the eleventh hour but who are these in russet jackets millers hats with fowling pieces shotbelts dogs and powderflaskets buckskin leggings and white breeches squires knights and lords these men are dubbed of orders privileged beyond those of bare walls and empty cupboard to shoot the game and fish the pond whence this proud privilegeits rise mongst men of the same common clay from money sprung it has its price which price a poor man cannot pay though pay he cannot eat he can if shoot he must not poach he will with right to game as good as any man hes three months swea,steam power,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,pond,https://babel.hathitrust.org/cgi/pt/search?id=coo.31924065890422&q1=pond&sz=25&start=1&sort=seq&hl=true,pmg
